Name,Address,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Description,Currency,Price Level,City,Country,State
Wallsé,"344 W. 11th St., New York, 10014, USA",Austrian,-74.0081949,40.7354574,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace","In the midst of modern New York, Wallsé evokes a sense of place and a reverence for history. However, those who may think Austrian food is all Wiener schnitzel and apple strudel should think again, because this cuisine is itself made up of a host of influences, stretching from Italy all the way to the Balkans. Chef Kurt Gutenbrunner and his kitchen also demonstrate how cuisines can evolve to respect contemporary tastes without compromising their integrity. There are plenty of classics, including quark spaetzle with succulent, tender rabbit, on offer, but there are also lighter dishes, like cod with squash and chanterelles.This two-roomed restaurant exudes romance, so if you’re here on a date, don't skip dessert and share a Sachertorte.",$,4,New York,USA,New York
Loring Place,"21 W. 8th St., New York, 10011, USA",American,-73.9974029,40.7327626,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access","Named after the Bronx street that his father grew up on, Loring Place is where Chef Dan Kluger serves up delicious, stylistic, and locally sourced Californian cuisine to a downtown crowd. And yet, none of this comes as a surprise as the chef has showcased his talents for years and been the recipient of much acclaim in the city. His skillfully made, vegetable-centric American fare served here is unique and spirited, beginning with caramelized cauliflower served with chilies and Meyer lemon jam. The wood-oven pizzas, made with house-milled whole wheat flour, are a hit at any time. The generously sized room is uncluttered and mid-century chic, with bright orange window frames and boldly striped banquettes.",$,3,New York,USA,New York
Empellón,"510 Madison Ave., New York, 10022, USA",Mexican,-73.9743702,40.7597853,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","Buttoned-up midtown gets a much-needed shot in the arm compliments of Chef Alex Stupak’s lively flagship from his popular Empellón family. This colorful and multi-level space offers a first floor outfitted with a generous bar area and prime view of the bustling open kitchen. On the mezzanine level, find a more intimate dining space.The menu bears the chef’s signature creative flair, offering a range of small bites, tacos and shareable large plates. Sample the clever spins on salsa, like a wickedly good smoky cashew version that arrives along with the sampler starter; or the irresistible lamb sweetbread tacos with a flutter of white onion and bright cilantro. Stupak is also a serious pastry chef and his talent shows in desserts, like the ""avocado.""",$,3,New York,USA,New York
Ribalta,"48 E. 12th St., New York, 10003, USA",Italian,-73.99154,40.733356,Selected Restaurants,0,"Air conditioning,Terrace","It all starts with the dough. It rises for 72 hours before being baked into a delicious crust, as seen in the Margherita. The rectangular, twice-baked and very delicate pizza alla pala is beloved by many Italian expats that call this spot ""their kitchen away from home."" Discover that enticing Neapolitan street treat, crocchè di patate, filled with smoked mozzarella and salami. Other plates, like the pomodorini del piennolo with fruity olive oil and fresh basil, are perfect in their simplicity and focus on technique while sharing that quintessential Southern Italian flavor. This cooking may be substantial, but the space feels like La Grande Mela, thanks to plush red leather banquettes, intricate tiled white walls and planks suspended from the lofty ceiling.",$,2,New York,USA,New York
I Sodi,"314 Bleecker St., New York, 10014, USA",Italian,-74.0039954,40.7328652,Selected Restaurants,0,"Air conditioning,Terrace","Manhattan has classic Italian and new Italian, but not many thoughtful Italian restaurants. Tuscany native Rita Sodi is out to change that with this ristorante, where it's not an easy feat to score a reservation. Inside this oasis, Negronis prep palates for al dente rigatoni and hearty, meat-focused dishes like the coniglio in porchetta. This exceptional rabbit preparation combines bacon-wrapped loin with a sweet wine- rosemary- and garlic-sauce. The herbal quality of such savoriness brings out the almost austere nature of the lean rabbit, showing how truly intuitive and innovative Italian cooking can be.",$,2,New York,USA,New York
The Odeon,"145 West Broadway, New York, 10013, USA",American,-74.00786,40.7169,Selected Restaurants,0,"Air conditioning,Brunch,Terrace","It’s easy to see why The Odeon has been a part of the fabric of TriBeCa life for so long. Like watching a re-run of Seinfeld, it is reassuringly familiar, classically New York and, even when you know what’s coming next, still eminently satisfying. The menu is a roll-call of everyone’s favorites, from chicken paillard to beet salad, burgers to cheesecake. Cocktails are well made and beers carefully poured. Dishes are executed with sufficient care and portions are of manageable proportions.The room comes with an appealing art deco feel and the terrace at the front pulls in the occasional passerby. Service is personable and willing too, although after all this time the place could probably run itself.",$,3,New York,USA,New York
aRoqa,"206 Ninth Ave., New York, 10011, USA",Indian,-74.00148,40.746166,Selected Restaurants,0,"Air conditioning,Brunch,Terrace","With its selection of creative shared plates, aRoqa ensures that contemporary Indian food is now easier to find. The ambience here is more romantic than family-friendly, featuring moody tones of black and gold, an arched dark wood ceiling, and a bar with shimmering panels.Elaborate menu descriptions seem to promise the world, but deliver dishes that are more familiar and Indian at heart, finished with creative flair. Thoroughly enjoyable starters include a plate of smoked eggplant served with fenugreek-spiced paratha.. Then indulge in khade tamatar ka murgh, offered as bone-in drumsticks in a rich, sweet, and spicy tomato-butter curry that practically begs to be sopped up by an onion seed-flecked naan.",$,2,New York,USA,New York
Gus's Chop House,"215 Union St., New York, 11231, USA",Steakhouse,-73.9993934,40.6834596,Selected Restaurants,0,"Air conditioning,Interesting wine list","This buzzy chophouse has quickly found footing and favor in Carroll Gardens. Far from the stuffiness of typical steakhouses, the candlelit dining room has its charms, and neighbors are sure to crowd around the bar and order the off-menu burger. As for on-menu, the kitchen showcases surprising creativity in winners like “leek a la wedge” or hash brown with smoked trout roe. Pork porterhouse is the main attraction, though all proteins from lamb loin to the NY strip are finished with a compelling brown butter sauce. Sides like sweet potato pave are equally thoughtful. All the while, wine enthusiasts will find plenty to dig into on this finely curated list stacked with star producers mostly from France.",$,3,New York,USA,New York
Hudson Smokehouse,"37 Bruckner Blvd., New York, 10454, USA",Barbecue,-73.9275236,40.8069345,Selected Restaurants,0,"Air conditioning,Brunch,Credit cards not accepted,Terrace,Wheelchair access","The Bronx is barbecue country and Hudson Smokehouse its standard bearer, complete with quenching drinks and a staff to boot. This rustic, wood-dominated spot ably demonstrates its devotion to the art of char—by way of a chalkboard listing special platters, hearty sides and so much more. As is par for the course, diners may place their order at the counter, then head to their table to await paper-lined trays of delicious goodness.The house spare ribs with sauce on the side are juicy, succulent and everything you dreamed of; while pork belly burnt ends are sweet, smoky and tender to a T. Fried chicken wings with Buffalo-style hot sauce boast a near-religious fan base, but save room for heart-melting sides like braised beans or mac and cheese.",$,2,New York,USA,New York
Chambers,"94 Chambers St., New York, 10007, USA",Contemporary,-74.0075266,40.7146945,Selected Restaurants,0,"Air conditioning,Interesting wine list","Under a new name, wine geeks far and wide can rejoice at the rebirth and return of the late Racines. In a space that feels cool without feeling cold, Master Sommelier Pascaline Lepeltier has built a wine program with adventure, back vintages and surprising affordability in mind. She moves around the room showing equal hospitality to industry insiders and wide-eyed enthusiasts alike. Meanwhile, the kitchen knows its boundaries, delivering seasonal, friendly dishes that never threaten to overpower what’s in the glass. Highlights include lamb with chickpeas and mint and, for dessert, a delicate mascarpone mille-feuille made out of shatteringly thin sheets of phyllo. For a nightcap, don’t miss the mind-boggling selection of chartreuse.",$,3,New York,USA,New York
Cha Kee,"43 Mott St., New York, 10013, USA",Asian,-73.9987634,40.7153146,Selected Restaurants,0,Air conditioning,"Chef Akiko Thurnaeur is the brains behind this family-style beauty, complete with an ultra-modern décor and slightly eclectic vibe. Some flock to the bar up front, while hungry patrons head for the tables in the back to indulge in seriously comforting fare. A banquette on the left and long tables down the center make it a haven among groups.The open kitchen set aglow by gilded light fixtures turns out a menu that displays a clever blend of the flavors and techniques of both Japanese and Chinese cuisines. Naturally what follows is an array of of memorable plates, like soy-braised romaine finished with pumpkin seeds or dan dan noodles enriched by a poached egg.Much to the delight of the teetotaler, mocktails are given ample emphasis.",$,2,New York,USA,New York
